Unnamed: 0	Review	Sentiment
1119	W.R.T: TCM0524120154, TRQ1024019500. On 23rd Oct received an E-mail from Mr. Rajeev Kumar Sundriyal stating that after repeating request no solution has been taken place. Don't know how Toyota is dealing with its customers. Really very bad decision he have taken by choosing the Hyryder will never suggest anyone for same. Certainly! Here is a strong and professional email addressing the concerns: He purchased a new Toyota Hyrider six months ago.  Unfortunately, he have been experiencing recurring quality issues with the car's music system (tuner assembly), which he would like to bring to the attention. Here are the specific issues he have encountered: 1. Voice Break Issue in Hands-Free Condition: This issue has been present since day one and was only recently resolved through the 7.0 software update. 2. WhatsApp Calling Not Displayed: After the software update, WhatsApp calling is not showing on his Android phone.	Frustrated
1120	On 23rd oct , Mr. Saurabh Tiwari called and stated that front door right color of door was fade and dealer told that this was a manufacturing defect. Guest informed this to the dealership at the time of 80 k km and 90 k km service. But dealer did not do anything properly and saying that it was a paint problem. Kindly do the needful. CLI. 8858984521 [ Nitisha /TKM GEC] *Call recording attached	Unsatisfied
1121	* Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference after 2 months telling please take another model is just playing with the sentiment of customers. Toyota is a customer oriented company and such type of irresponsible act with customer is not acceptable. It is requested to kindly take necessary action for supply of said model at the earliest. geust waiting for a prompt response ASAP, CLI:9490759608[TKM CAC RAVI]	Frustrated
1122	On 23rd oct, Mr. Balaji called and stated that he gave on 8th Oct the vehicle for the general service of steering and the dealer did not fixed it properly and he paid 7k for the service and guest was disappointed and he give the feedback then dealer told that he will call back but guest did not get any call. Dealer asked to bring the vehicle at the dealership but guest does not have time to take the vehicle at the dealership, guest request to send the mechanic but dealer denied, the response from the dealer was not good. Kindly do the needful. CLI. 9620433131 [ Nitisha /TKM GEC]  	Frustrated
1123	On 22 Oct 24 Mr. Saroj Kumar Gupta called and stated that he is speaking in behalf of Mr. Aman who was with him and Guest stated that his vehicle is parked in Dealership for almost 1 months due to some engine holder broke and it Fell Down and when Guest ask why it taking Time they are saying it due to Parts not available and they have ordered it and Mr. Mohammed is handling his case and as per WBT informed to guest that his part will be coming Tomorrow so Kindly do needful ASAP CLI:7042978155 (SUHASAN TKMGEC)	Frustrated
1124	 On 23-10-24 Ms. Upasana Singh called and stated that she have booked for UCH CNG midnight black on 6 oct with the booking amount 50,000, at the time dealership assured that they will give the vehicle with the 15 days due to which guest sold her old vehicle ,2 days before guest called the dealership and they said they are not available with the Black color but they can provide Grey, For which guest agreed and said that she will take the delivery when she visited the dealership at time they said that grey color is also not available ,guest is very disappointed and also said that the dealership told her to do whatever she wants the vehicle is not available, she need the vehicle ASAP, Do the needs ASAP  Cli:8976800975 (Anu -TKMGEC)	Highly Frustrated
1125	WBT SS dealership, guest wants the vehicle to be delivered ASAP .Kindly do the needful. CLI. 7080460033/7007652344[ Aaqib /TKM GEC]	Unsatisfied
1126	**DCM SS ATTACHED  On 22 Oct 24 Mr. Vikram called and stated that he has Innova Hyrcoss vehicle and he had given his vehicle for windshield change another work and after that service Guest is facing the issue in vehicle that his theft alarm start ring per day 5 times and he don't know why its Ring and Yesterday only he has given his vehicle to dealership and they are checking what is the issue so Kindly do needful ASAP CLI:9810179953 (SUHASAN TKMGEC) 	Unsatisfied
1127	On 23rd Oct Ms. Ridhi Bansal called and stated that he have hitted his vehicle due to which driver side front and rear Tyre burst and alloy wheel was damage and not its more than week still the vehicle is not repaired and when ever guest contact dealership they are telling that Alloy wheel is not available and they are not telling when it will be available and they are telling they have ordered parts and giving excuses it will be available on so date but till now its not available, due to which guest was very disappointed and stated he wants his vehicle ASAP because its festival , so kindly do the needful. Cli: 9309825113 [Fouzan TKMGEC]	Frustrated
1128	On 23/10/24 Mr. Subham called and stated that he called in behalf of his father who is owning a Crysta car and it is in the dealership because the car back was damage and it gone for under insurance claim work and dealer promissed that by 24/10/24 they will delivered the car and after giving the car there is no update or communication from them and now when guest called them they are telling that the work is started at today evening and may be day after tomorrow they can deliver the car  but still there is no gurantee and his car is supposed to pick him from siligury on Friday which is 190 km from his location and dealership is also 130 km from guest location, now guest is very disappointed and by thursday evening max he want his car back properly other wise dealership need to arrange a car for guest, now guest want a active response at the earliest, so kindly look into the matter and do the needful ASAP. CLI- 9801347230 (Uddipta TKM GEC)	Frustrated
1129	WBT - SS - DL01AORD240001341      On 23rd Oct Mr. Sanjeev called and stated that he have booked Innova Hycross GX on 28th April 2024 and estimated time was given by the dealership was 4-5monhts but till now guest haven't received his vehicle due to which guest was very disappointed and stated that Toyota have stoped the manufacturing and its getting and they are giving excuses due to which guest was very disappointed and stated that he wants his vehicle ASAP, so kindly do the needful. Cli: 9318499889 [Fouzan TKMGEC] 	Highly Frustrated
1130	On 23/10/24, we have received a mail from Mr.Meet Mehta stated that he got the car on 4th November 2022. main reason to buy this car was trust in Toyota as a brand he is   proud owners of 2 of its best products in India QUALIS & INNOVA in the past.He is in contact with Ms Bhoopali Pathak (Head-Customer Relation), Mr Soham (Service Manager). He have sent multiple videos of the issues that he is facing. Even after giving vehicle to the service centre 2 times in 15 days time and on the second occasion they kept the car for 2-3 days and then agreed with the problem for noise coming from all four doors and told him that they have ordered new door hinges/hands for all 4 doors and that will 	Unsatisfied
