Review,Sentiment,Cause
"On 31st Dec, Mr. Gaurav stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Anjali stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Priya stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Anjali stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Raj stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Sharma stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Athul stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Raj stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Neeru Joshi stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Anjali stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Raj stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Anjali stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Raj stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Raj stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Mr. Vinay stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Neeru Joshi stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Sharma stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Anjali stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Sharma stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Anjali stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Ms. Anjali stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Mr. Vinay stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Neeru Joshi stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Anjali stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Athul stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Mr. Raj stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Priya stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
